"","Commodity_Description","Attribute_Description","Country_Code","Country_Name","Value","Unit_Description"
"1613","Oil, Soybean","Domestic Consumption","SF","South Africa",834000,"(MT)"
"1614","Oil, Soybean","Domestic Consumption","SG","Senegal",78000,"(MT)"
"1615","Oil, Soybean","Domestic Consumption","SN","Singapore",8747000,"(MT)"
"1616","Oil, Soybean","Domestic Consumption","SY","Syria",413000,"(MT)"
"1617","Oil, Soybean","Domestic Consumption","SZ","Switzerland",2200000,"(MT)"
"1618","Oil, Soybean","Domestic Consumption","TC","United Arab Emirates",60010000,"(MT)"
"1619","Oil, Soybean","Domestic Consumption","TD","Trinidad and Tobago",1800000,"(MT)"
"1620","Oil, Soybean","Domestic Consumption","TH","Thailand",8775000,"(MT)"
"1621","Oil, Soybean","Domestic Consumption","TS","Tunisia",3650000,"(MT)"
"1622","Oil, Soybean","Domestic Consumption","TU","Turkey",582000,"(MT)"
"1623","Oil, Soybean","Domestic Consumption","TW","Taiwan",2900000,"(MT)"
"1624","Oil, Soybean","Domestic Consumption","TZ","Tanzania",563000,"(MT)"
"1625","Oil, Soybean","Domestic Consumption","UK","United Kingdom",12864000,"(MT)"
"1626","Oil, Soybean","Domestic Consumption","UP","Ukraine",3939000,"(MT)"
"1627","Oil, Soybean","Domestic Consumption","US","United States",150000,"(MT)"
"1628","Oil, Soybean","Domestic Consumption","UY","Uruguay",1e+06,"(MT)"
"1629","Oil, Soybean","Domestic Consumption","UZ","Uzbekistan",8e+06,"(MT)"
"1630","Oil, Soybean","Domestic Consumption","VE","Venezuela",8615000,"(MT)"
"1631","Oil, Soybean","Domestic Consumption","VM","Vietnam",552000,"(MT)"
"1632","Oil, Soybean","Domestic Consumption","ZA","Zambia",820000,"(MT)"
"1633","Oil, Soybean","Exports","AG","Algeria",4.3e+07,"(MT)"
"1634","Oil, Soybean","Exports","AR","Argentina",2182000,"(MT)"
"1635","Oil, Soybean","Exports","AS","Australia",1462000,"(MT)"
"1636","Oil, Soybean","Exports","BK","Bosnia and Herzegovina",9744000,"(MT)"
"1637","Oil, Soybean","Exports","BL","Bolivia",7985000,"(MT)"
"1638","Oil, Soybean","Exports","BO","Belarus",995000,"(MT)"
"1639","Oil, Soybean","Exports","BR","Brazil",2606000,"(MT)"
"1640","Oil, Soybean","Exports","CA","Canada",890000,"(MT)"
"1641","Oil, Soybean","Exports","CH","China",8150000,"(MT)"
"1642","Oil, Soybean","Exports","CO","Colombia",344000,"(MT)"
"1643","Oil, Soybean","Exports","CS","Costa Rica",8639000,"(MT)"
"1644","Oil, Soybean","Exports","E4","European Union",362000,"(MT)"
"1645","Oil, Soybean","Exports","EG","Egypt",330000,"(MT)"
"1646","Oil, Soybean","Exports","GT","Guatemala",1902000,"(MT)"
"1647","Oil, Soybean","Exports","HK","Hong Kong",5675000,"(MT)"
"1648","Oil, Soybean","Exports","IN","India",2150000,"(MT)"
"1649","Oil, Soybean","Exports","IR","Iran",4288000,"(MT)"
"1650","Oil, Soybean","Exports","JA","Japan",1800000,"(MT)"
"1651","Oil, Soybean","Exports","KS","Korea, South",2457000,"(MT)"
"1652","Oil, Soybean","Exports","MO","Morocco",1e+06,"(MT)"
"1653","Oil, Soybean","Exports","MX","Mexico",1883000,"(MT)"
"1654","Oil, Soybean","Exports","MY","Malaysia",6400000,"(MT)"
"1655","Oil, Soybean","Exports","NO","Norway",8e+05,"(MT)"
"1656","Oil, Soybean","Exports","PA","Paraguay",927000,"(MT)"
"1657","Oil, Soybean","Exports","RB","Serbia",1500000,"(MT)"
"1658","Oil, Soybean","Exports","RS","Russia",8950000,"(MT)"
"1659","Oil, Soybean","Exports","SA","Saudi Arabia",8150000,"(MT)"
"1660","Oil, Soybean","Exports","SF","South Africa",602000,"(MT)"
"1661","Oil, Soybean","Exports","SN","Singapore",8747000,"(MT)"
"1662","Oil, Soybean","Exports","TC","United Arab Emirates",9398000,"(MT)"
"1663","Oil, Soybean","Exports","TH","Thailand",550000,"(MT)"
"1664","Oil, Soybean","Exports","TS","Tunisia",70000,"(MT)"
"1665","Oil, Soybean","Exports","TU","Turkey",317000,"(MT)"
"1666","Oil, Soybean","Exports","TW","Taiwan",415000,"(MT)"
"1667","Oil, Soybean","Exports","UK","United Kingdom",12747000,"(MT)"
"1668","Oil, Soybean","Exports","UP","Ukraine",3939000,"(MT)"
"1669","Oil, Soybean","Exports","US","United States",71000,"(MT)"
"1670","Oil, Soybean","Exports","VM","Vietnam",405000,"(MT)"
"1671","Oil, Soybean","Exports","ZA","Zambia",1300000,"(MT)"
"1672","Oil, Soybean","Imports","AG","Algeria",42500000,"(MT)"
"1673","Oil, Soybean","Imports","AO","Angola",8947000,"(MT)"
"1674","Oil, Soybean","Imports","AS","Australia",1462000,"(MT)"
"1675","Oil, Soybean","Imports","BG","Bangladesh",1550000,"(MT)"
"1676","Oil, Soybean","Imports","BK","Bosnia and Herzegovina",9744000,"(MT)"
"1677","Oil, Soybean","Imports","BL","Bolivia",47700000,"(MT)"
"1678","Oil, Soybean","Imports","BO","Belarus",548000,"(MT)"
"1679","Oil, Soybean","Imports","BR","Brazil",5300000,"(MT)"
"1680","Oil, Soybean","Imports","CA","Canada",9.8e+07,"(MT)"
"1681","Oil, Soybean","Imports","CH","China",8639000,"(MT)"
"1682","Oil, Soybean","Imports","CI","Chile",19845000,"(MT)"
"1683","Oil, Soybean","Imports","CO","Colombia",8050000,"(MT)"
"1684","Oil, Soybean","Imports","CS","Costa Rica",178000,"(MT)"
"1685","Oil, Soybean","Imports","CU","Cuba",4800000,"(MT)"
"1686","Oil, Soybean","Imports","DR","Dominican Republic",6700000,"(MT)"
"1687","Oil, Soybean","Imports","E4","European Union",421000,"(MT)"
"1688","Oil, Soybean","Imports","EC","Ecuador",1388000,"(MT)"
"1689","Oil, Soybean","Imports","EG","Egypt",344000,"(MT)"
"1690","Oil, Soybean","Imports","ES","El Salvador",2605000,"(MT)"
"1691","Oil, Soybean","Imports","ET","Ethiopia",3874000,"(MT)"
"1692","Oil, Soybean","Imports","GT","Guatemala",355000,"(MT)"
"1693","Oil, Soybean","Imports","HA","Haiti",9700000,"(MT)"
"1694","Oil, Soybean","Imports","HK","Hong Kong",5675000,"(MT)"
"1695","Oil, Soybean","Imports","ID","Indonesia",742000,"(MT)"
"1696","Oil, Soybean","Imports","IN","India",750000,"(MT)"
"1697","Oil, Soybean","Imports","IR","Iran",683000,"(MT)"
"1698","Oil, Soybean","Imports","IS","Israel",2432000,"(MT)"
"1699","Oil, Soybean","Imports","JA","Japan",2260000,"(MT)"
"1700","Oil, Soybean","Imports","JM","Jamaica",8950000,"(MT)"
"1701","Oil, Soybean","Imports","JO","Jordan",1070000,"(MT)"
"1702","Oil, Soybean","Imports","KN","Korea, North",682000,"(MT)"
"1703","Oil, Soybean","Imports","KS","Korea, South",490000,"(MT)"
"1704","Oil, Soybean","Imports","LE","Lebanon",625000,"(MT)"
"1705","Oil, Soybean","Imports","MA","Madagascar",2e+06,"(MT)"
"1706","Oil, Soybean","Imports","MO","Morocco",657000,"(MT)"
"1707","Oil, Soybean","Imports","MP","Mauritius",8755000,"(MT)"
"1708","Oil, Soybean","Imports","MX","Mexico",612000,"(MT)"
"1709","Oil, Soybean","Imports","MY","Malaysia",8150000,"(MT)"
"1710","Oil, Soybean","Imports","NI","Nigeria",2600000,"(MT)"
"1711","Oil, Soybean","Imports","NO","Norway",1700000,"(MT)"
"1712","Oil, Soybean","Imports","NU","Nicaragua",425000,"(MT)"
"1713","Oil, Soybean","Imports","NZ","New Zealand",6e+05,"(MT)"
"1714","Oil, Soybean","Imports","PE","Peru",4800000,"(MT)"
"1715","Oil, Soybean","Imports","PK","Pakistan",8736000,"(MT)"
"1716","Oil, Soybean","Imports","PN","Panama",1300000,"(MT)"
"1717","Oil, Soybean","Imports","RH","Zimbabwe",922000,"(MT)"
"1718","Oil, Soybean","Imports","RP","Philippines",943000,"(MT)"
"1719","Oil, Soybean","Imports","RS","Russia",9486000,"(MT)"
"1720","Oil, Soybean","Imports","SA","Saudi Arabia",8639000,"(MT)"
"1721","Oil, Soybean","Imports","SF","South Africa",278000,"(MT)"
"1722","Oil, Soybean","Imports","SG","Senegal",52000,"(MT)"
"1723","Oil, Soybean","Imports","SN","Singapore",463000,"(MT)"
"1724","Oil, Soybean","Imports","SY","Syria",593000,"(MT)"
"1725","Oil, Soybean","Imports","SZ","Switzerland",2200000,"(MT)"
"1726","Oil, Soybean","Imports","TC","United Arab Emirates",813000,"(MT)"
"1727","Oil, Soybean","Imports","TD","Trinidad and Tobago",1800000,"(MT)"
"1728","Oil, Soybean","Imports","TH","Thailand",350000,"(MT)"
"1729","Oil, Soybean","Imports","TS","Tunisia",2200000,"(MT)"
"1730","Oil, Soybean","Imports","TU","Turkey",40000,"(MT)"
"1731","Oil, Soybean","Imports","TZ","Tanzania",4950000,"(MT)"
"1732","Oil, Soybean","Imports","UK","United Kingdom",12853000,"(MT)"
"1733","Oil, Soybean","Imports","US","United States",345000,"(MT)"
"1734","Oil, Soybean","Imports","UY","Uruguay",547000,"(MT)"
"1735","Oil, Soybean","Imports","UZ","Uzbekistan",1350000,"(MT)"
"1736","Oil, Soybean","Imports","VE","Venezuela",2457000,"(MT)"
"1737","Oil, Soybean","Imports","VM","Vietnam",863000,"(MT)"
"1738","Oil, Soybean","Imports","ZA","Zambia",1300000,"(MT)"
"1739","Oil, Soybean","Production","AG","Algeria",6500000,"(MT)"
"1740","Oil, Soybean","Production","AR","Argentina",2800000,"(MT)"
"1741","Oil, Soybean","Production","AS","Australia",1462000,"(MT)"
"1742","Oil, Soybean","Production","BB","Barbados",2625000,"(MT)"
"1743","Oil, Soybean","Production","BG","Bangladesh",8736000,"(MT)"
"1744","Oil, Soybean","Production","BK","Bosnia and Herzegovina",9568000,"(MT)"
"1745","Oil, Soybean","Production","BL","Bolivia",47700000,"(MT)"
"1746","Oil, Soybean","Production","BO","Belarus",657000,"(MT)"
"1747","Oil, Soybean","Production","BR","Brazil",424000,"(MT)"
"1748","Oil, Soybean","Production","CA","Canada",1e+08,"(MT)"
"1749","Oil, Soybean","Production","CH","China",611000,"(MT)"
"1750","Oil, Soybean","Production","CI","Chile",19845000,"(MT)"
"1751","Oil, Soybean","Production","CO","Colombia",389000,"(MT)"
"1752","Oil, Soybean","Production","CS","Costa Rica",178000,"(MT)"
"1753","Oil, Soybean","Production","CU","Cuba",3200000,"(MT)"
"1754","Oil, Soybean","Production","E4","European Union",146000,"(MT)"
"1755","Oil, Soybean","Production","EC","Ecuador",1388000,"(MT)"
"1756","Oil, Soybean","Production","EG","Egypt",555000,"(MT)"
"1757","Oil, Soybean","Production","ET","Ethiopia",3874000,"(MT)"
"1758","Oil, Soybean","Production","GT","Guatemala",134000,"(MT)"
"1759","Oil, Soybean","Production","IN","India",660000,"(MT)"
"1760","Oil, Soybean","Production","IR","Iran",683000,"(MT)"
"1761","Oil, Soybean","Production","IS","Israel",506000,"(MT)"
"1762","Oil, Soybean","Production","JA","Japan",465000,"(MT)"
"1763","Oil, Soybean","Production","KN","Korea, North",2023000,"(MT)"
"1764","Oil, Soybean","Production","KS","Korea, South",35000,"(MT)"
"1765","Oil, Soybean","Production","LE","Lebanon",118000,"(MT)"
"1766","Oil, Soybean","Production","MO","Morocco",8e+05,"(MT)"
"1767","Oil, Soybean","Production","MX","Mexico",612000,"(MT)"
"1768","Oil, Soybean","Production","MY","Malaysia",1340000,"(MT)"
"1769","Oil, Soybean","Production","NI","Nigeria",2600000,"(MT)"
"1770","Oil, Soybean","Production","NO","Norway",8250000,"(MT)"
"1771","Oil, Soybean","Production","PA","Paraguay",995000,"(MT)"
"1772","Oil, Soybean","Production","PK","Pakistan",3750000,"(MT)"
"1773","Oil, Soybean","Production","PN","Panama",560000,"(MT)"
"1774","Oil, Soybean","Production","RB","Serbia",6700000,"(MT)"
"1775","Oil, Soybean","Production","RH","Zimbabwe",922000,"(MT)"
"1776","Oil, Soybean","Production","RP","Philippines",1450000,"(MT)"
"1777","Oil, Soybean","Production","RS","Russia",2050000,"(MT)"
"1778","Oil, Soybean","Production","SA","Saudi Arabia",250000,"(MT)"
"1779","Oil, Soybean","Production","SF","South Africa",278000,"(MT)"
"1780","Oil, Soybean","Production","SN","Singapore",440000,"(MT)"
"1781","Oil, Soybean","Production","SY","Syria",593000,"(MT)"
"1782","Oil, Soybean","Production","SZ","Switzerland",2200000,"(MT)"
"1783","Oil, Soybean","Production","TC","United Arab Emirates",11430000,"(MT)"
"1784","Oil, Soybean","Production","TH","Thailand",7e+05,"(MT)"
"1785","Oil, Soybean","Production","TS","Tunisia",1500000,"(MT)"
"1786","Oil, Soybean","Production","TU","Turkey",3650000,"(MT)"
"1787","Oil, Soybean","Production","TW","Taiwan",360000,"(MT)"
"1788","Oil, Soybean","Production","UK","United Kingdom",12864000,"(MT)"
"1789","Oil, Soybean","Production","UP","Ukraine",8600000,"(MT)"
"1790","Oil, Soybean","Production","US","United States",480000,"(MT)"
"1791","Oil, Soybean","Production","UY","Uruguay",4e+05,"(MT)"
"1792","Oil, Soybean","Production","UZ","Uzbekistan",2023000,"(MT)"
"1793","Oil, Soybean","Production","VE","Venezuela",1100000,"(MT)"
"1794","Oil, Soybean","Production","VM","Vietnam",1160000,"(MT)"
"1795","Oil, Soybean","Production","ZA","Zambia",1300000,"(MT)"
"1796","Rye","Domestic Consumption","AL","Albania",7500000,"(MT)"
"1797","Rye","Domestic Consumption","AR","Argentina",4e+06,"(MT)"
"1798","Rye","Domestic Consumption","AS","Australia",5800000,"(MT)"
"1799","Rye","Domestic Consumption","BK","Bosnia and Herzegovina",8747000,"(MT)"
"1800","Rye","Domestic Consumption","BO","Belarus",5800000,"(MT)"
"1801","Rye","Domestic Consumption","BR","Brazil",8140000,"(MT)"
"1802","Rye","Domestic Consumption","CA","Canada",8005000,"(MT)"
"1803","Rye","Domestic Consumption","CI","Chile",897000,"(MT)"
"1804","Rye","Domestic Consumption","E4","European Union",1741000,"(MT)"
"1805","Rye","Domestic Consumption","IS","Israel",4500000,"(MT)"
"1806","Rye","Domestic Consumption","JA","Japan",5900000,"(MT)"
"1807","Rye","Domestic Consumption","KS","Korea, South",2e+06,"(MT)"
"1808","Rye","Domestic Consumption","KZ","Kazakhstan",8200000,"(MT)"
"1809","Rye","Domestic Consumption","MK","North Macedonia",5e+05,"(MT)"
"1810","Rye","Domestic Consumption","NO","Norway",2900000,"(MT)"
"1811","Rye","Domestic Consumption","RB","Serbia",2300000,"(MT)"
"1812","Rye","Domestic Consumption","RS","Russia",1e+06,"(MT)"
"1813","Rye","Domestic Consumption","SF","South Africa",4300000,"(MT)"
"1814","Rye","Domestic Consumption","SZ","Switzerland",7450000,"(MT)"
"1815","Rye","Domestic Consumption","TU","Turkey",8005000,"(MT)"
"1816","Rye","Domestic Consumption","UK","United Kingdom",2967000,"(MT)"
"1817","Rye","Domestic Consumption","UP","Ukraine",4500000,"(MT)"
"1818","Rye","Domestic Consumption","US","United States",7300000,"(MT)"
"1819","Rye","Exports","BO","Belarus",1450000,"(MT)"
"1820","Rye","Exports","CA","Canada",1839000,"(MT)"
"1821","Rye","Exports","E4","European Union",4500000,"(MT)"
"1822","Rye","Exports","RB","Serbia",6e+05,"(MT)"
"1823","Rye","Exports","RS","Russia",1550000,"(MT)"
"1824","Rye","Exports","UP","Ukraine",4699000,"(MT)"
"1825","Rye","Exports","US","United States",6e+06,"(MT)"
"1826","Rye","Imports","BK","Bosnia and Herzegovina",8747000,"(MT)"
"1827","Rye","Imports","BO","Belarus",8150000,"(MT)"
"1828","Rye","Imports","CA","Canada",2974000,"(MT)"
"1829","Rye","Imports","E4","European Union",8900000,"(MT)"
"1830","Rye","Imports","IS","Israel",17505000,"(MT)"
"1831","Rye","Imports","JA","Japan",6913000,"(MT)"
"1832","Rye","Imports","KS","Korea, South",470000,"(MT)"
"1833","Rye","Imports","KZ","Kazakhstan",8747000,"(MT)"
"1834","Rye","Imports","NO","Norway",4699000,"(MT)"
"1835","Rye","Imports","RB","Serbia",4e+06,"(MT)"
"1836","Rye","Imports","RS","Russia",1839000,"(MT)"
"1837","Rye","Imports","SZ","Switzerland",7450000,"(MT)"
"1838","Rye","Imports","TU","Turkey",890000,"(MT)"
"1839","Rye","Imports","UK","United Kingdom",2967000,"(MT)"
"1840","Rye","Imports","UP","Ukraine",1600000,"(MT)"
"1841","Rye","Imports","US","United States",2700000,"(MT)"
"1842","Rye","Production","AL","Albania",8005000,"(MT)"
"1843","Rye","Production","AR","Argentina",2988000,"(MT)"
"1844","Rye","Production","AS","Australia",625000,"(MT)"
"1845","Rye","Production","BK","Bosnia and Herzegovina",4e+06,"(MT)"
"1846","Rye","Production","BO","Belarus",533000,"(MT)"
"1847","Rye","Production","BR","Brazil",6e+06,"(MT)"
"1848","Rye","Production","CA","Canada",4356000,"(MT)"
"1849","Rye","Production","CI","Chile",897000,"(MT)"
"1850","Rye","Production","E4","European Union",4400000,"(MT)"
"1851","Rye","Production","KZ","Kazakhstan",8747000,"(MT)"
"1852","Rye","Production","MK","North Macedonia",293000,"(MT)"
"1853","Rye","Production","NO","Norway",950000,"(MT)"
"1854","Rye","Production","RB","Serbia",2100000,"(MT)"
"1855","Rye","Production","RS","Russia",1050000,"(MT)"
"1856","Rye","Production","SF","South Africa",4972000,"(MT)"
"1857","Rye","Production","SZ","Switzerland",6e+06,"(MT)"
"1858","Rye","Production","TU","Turkey",960000,"(MT)"
"1859","Rye","Production","UK","United Kingdom",1100000,"(MT)"
"1860","Rye","Production","UP","Ukraine",1067000,"(MT)"
"1861","Rye","Production","US","United States",7450000,"(MT)"
"1862","Walnuts, Inshell Basis","Domestic Consumption","AJ","Azerbaijan",13000,"(MT)"
"1863","Walnuts, Inshell Basis","Domestic Consumption","AS","Australia",20000,"(MT)"
"1864","Walnuts, Inshell Basis","Domestic Consumption","BO","Belarus",7000,"(MT)"
"1865","Walnuts, Inshell Basis","Domestic Consumption","BR","Brazil",18200,"(MT)"
"1866","Walnuts, Inshell Basis","Domestic Consumption","CA","Canada",33900,"(MT)"
"1867","Walnuts, Inshell Basis","Domestic Consumption","CH","China",9e+05,"(MT)"
"1868","Walnuts, Inshell Basis","Domestic Consumption","CI","Chile",2800,"(MT)"
"1869","Walnuts, Inshell Basis","Domestic Consumption","E4","European Union",394601,"(MT)"
"1870","Walnuts, Inshell Basis","Domestic Consumption","HK","Hong Kong",1000,"(MT)"
"1871","Walnuts, Inshell Basis","Domestic Consumption","IN","India",63000,"(MT)"
"1872","Walnuts, Inshell Basis","Domestic Consumption","IR","Iran",500,"(MT)"
"1873","Walnuts, Inshell Basis","Domestic Consumption","IS","Israel",15000,"(MT)"
"1874","Walnuts, Inshell Basis","Domestic Consumption","IZ","Iraq",15000,"(MT)"
"1875","Walnuts, Inshell Basis","Domestic Consumption","JA","Japan",45000,"(MT)"
"1876","Walnuts, Inshell Basis","Domestic Consumption","KG","Kyrgyzstan",25000,"(MT)"
"1877","Walnuts, Inshell Basis","Domestic Consumption","KS","Korea, South",40000,"(MT)"
"1878","Walnuts, Inshell Basis","Domestic Consumption","KZ","Kazakhstan",60000,"(MT)"
"1879","Walnuts, Inshell Basis","Domestic Consumption","LE","Lebanon",7000,"(MT)"
"1880","Walnuts, Inshell Basis","Domestic Consumption","MD","Moldova",4000,"(MT)"
"1881","Walnuts, Inshell Basis","Domestic Consumption","MO","Morocco",20000,"(MT)"
"1882","Walnuts, Inshell Basis","Domestic Consumption","MX","Mexico",10000,"(MT)"
"1883","Walnuts, Inshell Basis","Domestic Consumption","NO","Norway",3500,"(MT)"
"1884","Walnuts, Inshell Basis","Domestic Consumption","PK","Pakistan",20000,"(MT)"
"1885","Walnuts, Inshell Basis","Domestic Consumption","RS","Russia",25000,"(MT)"
"1886","Walnuts, Inshell Basis","Domestic Consumption","SY","Syria",4500,"(MT)"
"1887","Walnuts, Inshell Basis","Domestic Consumption","SZ","Switzerland",8000,"(MT)"
"1888","Walnuts, Inshell Basis","Domestic Consumption","TC","United Arab Emirates",65000,"(MT)"
"1889","Walnuts, Inshell Basis","Domestic Consumption","TU","Turkey",150000,"(MT)"
"1890","Walnuts, Inshell Basis","Domestic Consumption","TW","Taiwan",14000,"(MT)"
"1891","Walnuts, Inshell Basis","Domestic Consumption","UK","United Kingdom",26000,"(MT)"
"1892","Walnuts, Inshell Basis","Domestic Consumption","UP","Ukraine",30000,"(MT)"
"1893","Walnuts, Inshell Basis","Domestic Consumption","US","United States",193842,"(MT)"
"1894","Walnuts, Inshell Basis","Exports","AS","Australia",3000,"(MT)"
"1895","Walnuts, Inshell Basis","Exports","BR","Brazil",800,"(MT)"
"1896","Walnuts, Inshell Basis","Exports","CA","Canada",100,"(MT)"
"1897","Walnuts, Inshell Basis","Exports","CH","China",220000,"(MT)"
"1898","Walnuts, Inshell Basis","Exports","CI","Chile",150000,"(MT)"
"1899","Walnuts, Inshell Basis","Exports","E4","European Union",17000,"(MT)"
"1900","Walnuts, Inshell Basis","Exports","IN","India",3000,"(MT)"
"1901","Walnuts, Inshell Basis","Exports","MD","Moldova",25000,"(MT)"
"1902","Walnuts, Inshell Basis","Exports","TU","Turkey",12000,"(MT)"
"1903","Walnuts, Inshell Basis","Exports","UK","United Kingdom",1000,"(MT)"
"1904","Walnuts, Inshell Basis","Exports","UP","Ukraine",107700,"(MT)"
"1905","Walnuts, Inshell Basis","Exports","US","United States",440000,"(MT)"
"1906","Walnuts, Inshell Basis","Imports","AJ","Azerbaijan",13000,"(MT)"
"1907","Walnuts, Inshell Basis","Imports","AS","Australia",10000,"(MT)"
"1908","Walnuts, Inshell Basis","Imports","BO","Belarus",7000,"(MT)"
"1909","Walnuts, Inshell Basis","Imports","BR","Brazil",9000,"(MT)"
"1910","Walnuts, Inshell Basis","Imports","CA","Canada",34000,"(MT)"
"1911","Walnuts, Inshell Basis","Imports","CH","China",20000,"(MT)"
"1912","Walnuts, Inshell Basis","Imports","CI","Chile",500,"(MT)"
"1913","Walnuts, Inshell Basis","Imports","E4","European Union",285000,"(MT)"
"1914","Walnuts, Inshell Basis","Imports","HK","Hong Kong",1000,"(MT)"
"1915","Walnuts, Inshell Basis","Imports","IN","India",30000,"(MT)"
"1916","Walnuts, Inshell Basis","Imports","IR","Iran",500,"(MT)"
"1917","Walnuts, Inshell Basis","Imports","IS","Israel",15000,"(MT)"
"1918","Walnuts, Inshell Basis","Imports","IZ","Iraq",15000,"(MT)"
"1919","Walnuts, Inshell Basis","Imports","JA","Japan",45000,"(MT)"
"1920","Walnuts, Inshell Basis","Imports","KG","Kyrgyzstan",25000,"(MT)"
"1921","Walnuts, Inshell Basis","Imports","KS","Korea, South",40000,"(MT)"
"1922","Walnuts, Inshell Basis","Imports","KZ","Kazakhstan",60000,"(MT)"
"1923","Walnuts, Inshell Basis","Imports","LE","Lebanon",7000,"(MT)"
"1924","Walnuts, Inshell Basis","Imports","MD","Moldova",6000,"(MT)"
"1925","Walnuts, Inshell Basis","Imports","MO","Morocco",20000,"(MT)"
"1926","Walnuts, Inshell Basis","Imports","MX","Mexico",10000,"(MT)"
"1927","Walnuts, Inshell Basis","Imports","NO","Norway",3500,"(MT)"
"1928","Walnuts, Inshell Basis","Imports","PK","Pakistan",20000,"(MT)"
"1929","Walnuts, Inshell Basis","Imports","RS","Russia",25000,"(MT)"
"1930","Walnuts, Inshell Basis","Imports","SY","Syria",4500,"(MT)"
"1931","Walnuts, Inshell Basis","Imports","SZ","Switzerland",8000,"(MT)"
"1932","Walnuts, Inshell Basis","Imports","TC","United Arab Emirates",65000,"(MT)"
"1933","Walnuts, Inshell Basis","Imports","TU","Turkey",94000,"(MT)"
"1934","Walnuts, Inshell Basis","Imports","TW","Taiwan",14000,"(MT)"
"1935","Walnuts, Inshell Basis","Imports","UK","United Kingdom",27000,"(MT)"
"1936","Walnuts, Inshell Basis","Imports","UP","Ukraine",25,"(MT)"
"1937","Walnuts, Inshell Basis","Imports","US","United States",3000,"(MT)"
"1938","Walnuts, Inshell Basis","Production","AS","Australia",13000,"(MT)"
"1939","Walnuts, Inshell Basis","Production","BR","Brazil",10000,"(MT)"
"1940","Walnuts, Inshell Basis","Production","CH","China",1100000,"(MT)"
"1941","Walnuts, Inshell Basis","Production","CI","Chile",152000,"(MT)"
"1942","Walnuts, Inshell Basis","Production","E4","European Union",126601,"(MT)"
"1943","Walnuts, Inshell Basis","Production","IN","India",36000,"(MT)"
"1944","Walnuts, Inshell Basis","Production","MD","Moldova",21000,"(MT)"
"1945","Walnuts, Inshell Basis","Production","TU","Turkey",68000,"(MT)"
"1946","Walnuts, Inshell Basis","Production","UP","Ukraine",132745,"(MT)"
"1947","Walnuts, Inshell Basis","Production","US","United States",607814,"(MT)"
